"setup_filter_time","Filtering Time","필터링시간","フィルタリング時間","Время фильтрации","Temps de filtrage","Tijdsfilter","Filterungszeit","Tiempo de filtrado","Tempo di filtraggio"
"setup_temperature","Alarm Temperature","알람 온도","警報ー度","Температура тревоги","Température d'alarme","Alarm Temperatuur","Alarmtemperatur","alarma de temperatura","Allarme temperatura"
"setup_measuring_area_1","Area 1","영역 1","エリア 1","Зона 1","Zone 1","Gebied 1","Bereich 1","zona 1","Acc"
"setup_measuring_area_2","Area 2","영역 2","エリア 2","Зона 2","Zone 2","Gebied 2","Bereich 2","zona 2","Zona 2"
"setup_measuring_area_3","Area 3","영역 3","エリア 3","Зона 3","Zone 3","Gebied 3","Bereich 3","zona 3","Zona 3"
"setup_measuring_area_4","Area 4","영역 4","エリア 4","Зона 4","Zone 4","Gebied 4","Bereich 4","zona 4","Zona 4"
"setup_measuring_area_5","Area 5","영역 5","エリア 5","Зона 5","Zone 5","Gebied 5","Bereich 5","zona 5","Zona 5"
"setup_measuring_area_6","Area 6","영역 6","エリア 6","Зона 6","Zone 6","Gebied 6","Bereich 6","zona 6","Zona 6"
"setup_measuring_area_7","Area 7","영역 7","エリア 7","Зона 7","Zone 7","Gebied 7","Bereich 7","zona 7","Zona 7"
"setup_measuring_area_8","Area 8","영역 8","エリア 8","Зона 8","Zone 8","Gebied 8","Bereich 8","zona 8","Zona 8"
"setup_rule_1","Above (Average Temp)","평균온도보다 높은경우","上(平均気温)","Выше (средняя температура)","Au-dessus(Temp moyenne)","Boven (Gemiddelde Temp)","Über (Durchschnittstemperatur)","Por encima (Temp Media)","Sopra (temperatura media)"
"setup_rule_2","Below (Average Temp)","평균온도보다 낮은경우","以下(平均気温)","Ниже (средняя температура)","En dessous (Temp moyenne)","Onder (Gemiddelde Temp)","Unterhalb(durchschnittliche Temp)","Por debajo (Temp Media)","Sotto (temperatura media)"
"setup_rule_3","Above (Max Temp)","최고 온도보다 높은경우","上(最高温度)","Выше (Максимальная Температура)","Au-dessus (Temp max)","Boven (Max. Temp)","Über (Max Temp)","Por encima de (Max Temp)","Sopra (Temperatura massima)"
"setup_rule_4","Below (Min Temp)","최저 온도보다 낮은경우","以下(最低温度)","Ниже (Минимальная Температура)","En dessous (Temp Min)","Onder (Min. Temp)","Unterhalb (Mindesttemperatur)","Por debajo (Temp Min)","Sotto (Temperatura minima)"
"setup_alarm_rule","Alarm Rule","최저 온도보다 낮은경우","以下(最低温度)","Тревожное правило","Règle d'alarme","Alarm Regel","Alarmregel","regla de alarma","Regola di allarme"
"setup_tolerance","Tolerance Temperature","허용 온도","許容温度","Допустимая температура","Température de tolérance","Temperatuur Tolerantie","Toleranztemperatur","tolerancia a la temperatura","Tolleranza Temperatura"
"user_temperature","Temperature Info","온도 정보","温度情報","Информация о температуре","Info température","Temperatuur Info","Temp Info","Información de la temperatura","Informazioni sulla temperatura"
"setup_thermal_color","Thermal Color","열화상 색상","サーマルカラー","Термальный цвет","Couleur thermique","Thermisch Kleur","Thermische Farbe","Color térmico","Colore termico"
"setup_thermal_color_gray","gray","회색","グレー","Серый","Girs","Grijs","Grau","Gris","grigio"
"setup_thermal_color_iron","Iron","철색","鉄","Железный","Fer","Bruin","Eisen","Hierro","acciaio"
"setup_thermal_color_purple","Purple","보라색","紫の","Фиолетовый","Violet","Paars","Lila","Púrpura","Viola"
"setup_thermal_color_purple_yellow","Purple Yellow","보라색 노란색","パープルイエロー","Фиолетово желтый","Violet jaune","Paars / Geel","Lila-Gelb","Púrpura amarillo","Viola Giallo"
"setup_thermal_color_rainbow","Rainbow","무지개색","虹","Радужный","arc en ciel","Regenboog","Regenbogen","Arco iris","Arcobaleno"
"setup_thermal_inverse","Inverse Control","Inverse Control","Inverse Control","Инверсное управление","Inverse Control","Inverse Control","Umgekehrte Steuerung","Control inverso","Controllo inverso"
"setup_thermal_agc","Auto Gain Control","Auto Gain Control","Auto Gain Control","Автоматический контроль диафрагмы","Auto Gain Control","Auto Gain Control","Automatische Verstärkungsregelung","Control ganancia Auto","Controllo automatico del guadagno"
"setup_thermal_mgcc","MGC Contrast","MGC Contrast","MGC Contrast","Контраст МГц","MGC Contrast","MGC Contrast","MGC-Kontrast","Contraste MGC","Contrasto MGC"
"setup_thermal_mgcb","MGC Brightness","MGC Brightness","MGC Brightness","Яркость МГц","MGC Brightness","MGC Brightness","MGC-Helligkeit","Brillo MGC","Luminosità MGC"
"setup_thermal_egde_mode","Edge Enhance Mode","Edge Enhance Mode","Edge Enhance Mode","Режим улучшения края","Edge Enhance Mode","Edge Enhance Mode","Kantenverbesserungs-Modus","Modo mejora de contornos","Modalità Migliora bordi"
"setup_thermal_egde_level","Edge Enhance Level","Edge Enhance Level","Edge Enhance Level","Уровень улучшения края","Edge Enhance Level","Edge Enhance Level","Kantenverbesserungsstufe","Nivel de mejora de contornos","Livello di miglioramento del bordo"
"setup_thermal_reset","Remote Reset","Remote Reset","Remote Reset","Удаленный сброс","Remote Reset","Remote Reset","Ferngesteuerte Rückstellung","Reset remoto","Ripristino remoto"
"setup_thermal_save","Save Setting","Save Setting","Save Setting","Сохранение настроек.","Save Setting","Save Setting","Einstellung speichern","Guardar configuración","Salva impostazioni"
"setup_thermal_shutter","Manual Shutter","Manual Shutter","Manual Shutter","Ручная регулировка затвора","Manual Shutter","Manual Shutter","Manuelle Blende","Obturador manual","Otturatore manuale"
"setup_thermal_limit","Contrast Enhancement","Contrast Enhancement","Contrast Enhancement","Усиление контраста","Contrast Enhancement","Contrast Enhancement","Kontrastverbesserung","Mejora de contraste","Miglioramento del contrasto"
"setup_thermal_shutter_mode","Shutter Mode","Shutter Mode","Shutter Mode","Режим затвора","Shutter Mode","Shutter Mode","Shutter Modus","Modo obturador","Modalità otturatore"
"setup_thermal_shutter_time","Shutter Time","Shutter Time","Shutter Time","Время затвора","Shutter Time","Shutter Time","Shutter Tzeit","Tiempo obturador","Tempo dell'otturatore"
"setup_thermal_shutter_temp","Shutter Temp","Shutter Temp","Shutter Temp","Shutter Temp","Shutter Temp","Shutter Temp","Shutter Temp","Temperatura obturador","Temp. otturatore"
"setup_thermal_gamma","Gamma Correction","Gamma Correction","Gamma Correction","Коррекция цвета","Gamma Correction","Gamma Correction","Gamma Korrektur","Correción Gamma","Correzione gamma"
"setup_thermal_denoise","De-Noise Filter","De-Noise Filter","De-Noise Filter","Фильтр шумоподавления","De-Noise Filter","De-Noise Filter","Rauschunterdrückungsfilter","Filtro de ruido","Filtro antirumore"
"setup_thermal_image","Image Enhancement","Image Enhancement","Image Enhancement","Усиление изображения","Image Enhancement","Image Enhancement","Bildoptimierung","Mejora de imagen","Miglioramento dell'immagine"
"setup_thermal_flip_mirror","Flip / Mirror","Flip / Mirror","Flip / Mirror","Переворот / зеркало","Flip / Mirror","Flip / Mirror","Umdrehen / Spiegeln","Invertir / Espejo","Capovolgi / Specchia"
"setup_thermal_raw","Raw Data Control","Raw Data Control","Raw Data Control","Контроль исходных данных","Raw Data Control","Raw Data Control","Rohdatenkontrolle","Control de datos raw","Controllo dei dati raw"
"Thermal_Settings","THERMAL SETTINGS","열화상 카메라 설정","THERMAL SETTINGS","ТЕПЛОВЫЕ НАСТРОЙКИ","THERMAL SETTINGS","THERMAL SETTINGS","THERMISCHE EINSTELLUNGEN","Configuración Termal","IMPOSTAZIONI TERMICHE"
"Shutter_Settings","SHUTTER SETTINGS","셔터 설정","SHUTTER SETTINGS","НАСТРОЙКИ ЗАТВОРА","SHUTTER SETTINGS","SHUTTER SETTINGS","SHUTTER EINSTELLUNGEN","Configuración Obturador","IMPOSTAZIONI OTTURATORE"
"setup_PTZ_settings","PTZ SETTINGS","PTZ 설정","PTZ設定","Настройки PTZ","RÉGLAGES PTZ","PTZ Instellingen","PTZ Einstellung","AJUSTES PTZ","IMPOSTAZIONI PTZ"
"parking_action","Parking Action","파킹(parking) 동작","駐車アクション","Контроль остановки","Action de stationnement","Parkeren","Parken Aktion","Acción de aparcamiento","Azione di parcheggio"
"setup_parking_waittime","Wait Time","대기 시간","待ち時間","Время ожидания","Temps d'attente","Wacht Tijd","Wartezeit","Tiempo de espera","Tempo di attesa"
"setup_parking_seconds","Seconds(s)","초","秒 (s)","Секунд (ы)","Second (s)","Seconde(n)","Sekunden","Segundos (s)","Secondi"
"setup_actiontype","Action","동작","動作","Действие","action","Actie","Aktion","Acción","Azione"
"homeposition","HomePosition","홈포지션","ホームポジション","Начальная позиция","Position initial","Home Positie","Ausgangsposition","Posición Inicial","HomePosizione"
"msg_select_index","select preset or presettour index","프리셋 혹은 투어를 선택하세요","プリセットまたはプリセットツアーインデックスを選択","Выберите предустановку или ее индекс","sélectionner un index de présélection ou de présélection","Selecteer voorkeuze of voorkeuzetour index","Voreinstellung oder Voreinstellungstour-Index wählen","Selecciones preajuste o indice de preajustes de ronda","selezionare l'indice preset o presettour"
"msg_check_waittime","please check Wait Time","대기 시간을 확인하세요","待ち時間を確認してください","Проверьте время ожидания","veuillez vérifier le temps d'attente","Controleer AUB Wachttijd","bitte Wartezeit prüfen","Compruebe el tiempo de espera","per favore controlla il tempo di attesa"
"powerupaction","Power Up Action","전원 공급 동작","パワーアップアクション","Действие при включении","Action de mise sous tension","Actie bij inschakelen","Einschaltaktion","Acción de encendido","Azione di accensione"
"AutoFlip","AutoFlip","자동 플립","オートフリップ","Автопереворот","AutoFlip","Auto Flip","AutoFlip","Giro automático","Capovolgimento automatico"
"Dzoom","Digital Zoom","디지털 줌","デジタルズーム","Цифровое увеличение","Zoom numérique","Digitale Zoom","Digitaler Zoom","Zoom digital","Zoom digitale"
"AutoFlip_Dzoom","AutoFlip & Dzoom","자동 플립 & 디지털 줌","オートフリップ & デジタルズーム","Автопереворот и цифровое увеличение","AutoFlip & Zoom numérique","Auto Flip & Digitale Zoom","AutoFlip & Digitaler Zoom","Autogiro y Zoom Digital","Capovolgimento automatico e zoom D"
"msg_check_presetname","please check preset name","프리셋 이름을 확인하세요","プリセット名を確認してください","Проверьте имя предустановки","veuillez vérifier le nom prédéfini","Controleer AUB preset naam","Bitte überprüfen Sie den Namen der Voreinstellung","Por favor, compruebe el nombre del preset","per favore controlla il nome preimpostato"
"msg_MAX_presetname","Preset name must be 30 characters or less","프리셋 이름은 30자 이하 이어야 합니다","プリセット名は30文字以下でなければなりません","Имя предустановки не может быть более 30 символов","Le nom prédéfini doit contenir 30 caractères ou moins","Preset naam mag uit max. 30 tekens of minder bestaan","Der Name der Voreinstellung darf höchstens 30 Zeichen lang sein.","Nombre predefinido debe ser de 30 caracteres o menos","Il nome preimpostato deve essere di 30 caratteri o meno"
"msg_onlyalphabet_number","Please enter Only alphabet or number","알파벳과 숫자만 입력하세요","アルファベットまたは数字のみを入力してください","Введите либо буквы либо цифры","Veuillez saisir uniquement l'alphabet ou le numéro","Voer AUB alleen letters en/of cijfers in","Bitte nur Alphabet oder Zahl eingeben","Por favor, introduzca sólo letras o el números","Si prega di inserire solo alfabeto o numero"
"msg_select_from_list","Select from list.","목록을 선택하세요","リストから選択","Выбрать из списка","Sélectionnez dans la liste.","Selecteer uit lijst","Aus der Liste wählen","Seleccionar de la lista.","Seleziona dall'elenco."
"Synchronize_now","Synchronize Now","즉시 동기화","今すぐ同期","Синхронизировать сейчас","Synchroniser maintenant","Nu Synchroniseren","Jetzt Synchronisieren","Sincronizar ahora","Sincronizza ora"
"Low","Low","낮음","低","Низкий","Faible","Laag","Niedrig","Bajo","Basso"
"Medium","Medium","중간","中","Средний","Moyen","Medium","Mittel","Medio","Medio"
"High","High","높음","高","Высокий","Haute","Hoog","Hoch","Alto","Alto"
"Extreme","Extreme","매우 높음","極端な","Максимальный","Extrême","Extreme","Extrem","Extremo","Estremo"
"Motion","Motion","움직임 감지","モーション","Детекция движения","Mouvement","Beweging","Bewegung","Movimiento","Movimento"
"Alarm Input","Sensor Alarm","센서 알람","センサーアラーム","Тревожный вход","Alarme capteur","Alarm ingang","Sensor-Alarm","Sensor de alarma","Allarme sensore"
"Motion & Alarm Input","Motion & Alarm Input","모션 & 센서 알람","モーション & センサーアラーム","Детекция движения и Тревожный вход","Entrée de mouvement et d'alarme","Beweging & Alarm Ingang","Bewegungs und Alarmeingang","De movimiento y entrada de alarma","Ingresso movimento e allarme"
"preset_config","Preset Configuration","사전 구성 설정","プリセット構成","Настройки предустановки","Configuration des cibles","Voorkeuze configuratie","Voreinstellung Konfiguration","Configuración del preset","Configurazione preimpostata"
"hdmi_resolution","HDMI Resolution","HDMI 해상도","HDMI 解像度","Разрешение HDMI","Résolution HDMI","HDMI-resolutie","HDMI-Auflösung","Resolución HDMI","Risoluzione HDMI"
"msg_vca_start","Do you want to activate the plug-in?","플러그인을 동작시키겠습니까?","VCAプラグインをアクティブ化しますか？","Вы хотите активировать плагин?","Voulez-vous activer le plug-in?","Wilt u de plug-in activeren?","Möchten Sie das Plug-In aktivieren?","¿Quieres activar el complemento?","Vuoi attivare il plug-in?"
"Plug_in","PLUG-IN","플러그 인","プラグイン","ПЛАГИН","PLUG-IN","PLUG-IN","Plug In","Plug-in","COLLEGARE"
"setup_system_plugin_config","PLUG-IN","플러그 인","プラグイン","ПЛАГИН","PLUG-IN","PLUG-IN","Plug In","Plug-in","COLLEGARE"
"setup_start_stop","Start/Stop","시작/멈춤","起動停止","Старт / Стоп","Démarrer/Arrêter","Start / Stop","Start/Stopp","Iniciar / Parar","Avvio/Arresto"
"setup_configuration","Configuration","설정","設定","Конфигурация","Configuration","Configuratie","Konfiguration","Configuración","Configurazione"
"setup_uninstall","Uninstall","제거","アンインストール","Удалить","désinstaller","De-installeren","Deinstallieren","Desinstalar","Disinstalla"
"setup_plugin_list","Plug-in List","플러그 인 목록","プラグイン一覧","Список плагинов","Liste des PLUG-IN","Plug-in lijst","Plug In Liste","Lista de Plug-in","Elenco dei plug-in"
"setup_system_pluginupdate","Plug-in Update","플러그 인 업그레이드","プラグインの更新","Обновление плагина","Mise à jour des PLUG-IN","Plug-in update","Plug In Aktualiserung","Actualización de Plug-in","Aggiornamento plug-in"
"setup_system_pluginfile","Select plug-in File","플러그 인 파일","プラグインファイルを選択","Выберите файл плагина","Sélectionner un PLUG-IN","Selecteer een Plug-in bestand","Plug-in Datei auswählen","Seleccionar archivo de Plug-in","Seleziona il file del plug-in"
"setup_system_startpluginupdate","Upload plug-in","플러그 인 업로드","アップロードプラグイン","Загрузить плагин","Charger un PLUG-IN","Upload Plug-in","Plug-in hochladen","Cargar el plug-in","Carica plug-in"
"setup_plugin_logs","Logs","로그","ログ","Журнал","Historique","Logbestanden","Protokolle","Registros","Registri"
"setup_system_plugin_infomation","Information","정보","情報","Инфомация","Information","Informatie","Information","Información","Informazione"
